"Year","Gender","Age group","Geography","GeoCode","Progress","Value"
"2020","Men+","15 years and over","Canada",,7.8,9.8
"2020","Men+","15 to 24 years","Canada",,18.8,20.8
"2020","Men+","25 years and over","Canada",,6.1,8.1
"2020","Men+","25 to 44 years","Canada",,6.7,8.7
"2020","Men+","45 to 64 years","Canada",,5.4,7.4
"2020","Men+","45 years and over","Canada",,5.4,7.4
"2020","Men+","25 to 54 years","Canada",,6,8
"2020","Men+","55 years and over","Canada",,6.3,8.3
"2020","Men+","15 to 64 years","Canada",,7.9,9.9
"2020","Men+","15 to 19 years","Canada",,22.1,24.1
"2020","Men+","20 to 24 years","Canada",,17,19
"2020","Men+","25 to 29 years","Canada",,10.2,12.2
"2020","Men+","30 to 34 years","Canada",,6.3,8.3
"2020","Men+","35 to 39 years","Canada",,5.6,7.6
"2020","Men+","40 to 44 years","Canada",,4.6,6.6
"2020","Men+","45 to 49 years","Canada",,3.9,5.9
"2020","Men+","50 to 54 years","Canada",,4.7,6.7
"2020","Men+","55 to 59 years","Canada",,6,8
"2020","Men+","60 to 64 years","Canada",,7.4,9.4
"2020","Men+","65 years and over","Canada",,5.4,7.4
"2020","Men+","65 to 69 years","Canada",,7.3,9.3
"2020","Men+","70 years and over","Canada",,2.6,4.6
"2020","Women+","15 years and over","Canada",,7.5,9.5
"2020","Women+","15 to 24 years","Canada",,17.4,19.4
"2020","Women+","25 years and over","Canada",,5.9,7.9
"2020","Women+","25 to 44 years","Canada",,6.2,8.2
"2020","Women+","45 to 64 years","Canada",,5.4,7.4
"2020","Women+","45 years and over","Canada",,5.5,7.5
"2020","Women+","25 to 54 years","Canada",,5.8,7.8
"2020","Women+","55 years and over","Canada",,6.1,8.1
"2020","Women+","15 to 64 years","Canada",,7.6,9.6
"2020","Women+","15 to 19 years","Canada",,21.1,23.1
"2020","Women+","20 to 24 years","Canada",,15.2,17.2
"2020","Women+","25 to 29 years","Canada",,7.7,9.7
"2020","Women+","30 to 34 years","Canada",,6.5,8.5
"2020","Women+","35 to 39 years","Canada",,5.9,7.9
"2020","Women+","40 to 44 years","Canada",,4.8,6.8
"2020","Women+","45 to 49 years","Canada",,5.1,7.1
"2020","Women+","50 to 54 years","Canada",,4.9,6.9
"2020","Women+","55 to 59 years","Canada",,5.5,7.5
"2020","Women+","60 to 64 years","Canada",,6.7,8.7
"2020","Women+","65 years and over","Canada",,6.6,8.6
"2020","Women+","65 to 69 years","Canada",,7.7,9.7
"2020","Women+","70 years and over","Canada",,4.4,6.4
"2020","Total - Gender","15 years and over","Newfoundland and Labrador",10,12.3,14.3
"2020","Total - Gender","15 to 24 years","Newfoundland and Labrador",10,19.1,21.1
"2020","Total - Gender","25 years and over","Newfoundland and Labrador",10,11.3,13.3
"2020","Total - Gender","25 to 44 years","Newfoundland and Labrador",10,10.2,12.2
"2020","Total - Gender","45 to 64 years","Newfoundland and Labrador",10,12,14
"2020","Total - Gender","45 years and over","Newfoundland and Labrador",10,12.2,14.2
"2020","Total - Gender","25 to 54 years","Newfoundland and Labrador",10,9.5,11.5
"2020","Total - Gender","55 years and over","Newfoundland and Labrador",10,16.1,18.1
"2020","Total - Gender","15 to 64 years","Newfoundland and Labrador",10,12.2,14.2
"2020","Total - Gender","15 to 19 years","Newfoundland and Labrador",10,21.1,23.1
"2020","Total - Gender","20 to 24 years","Newfoundland and Labrador",10,18.1,20.1
"2020","Total - Gender","25 to 29 years","Newfoundland and Labrador",10,12.2,14.2
"2020","Total - Gender","30 to 34 years","Newfoundland and Labrador",10,10.5,12.5
"2020","Total - Gender","35 to 39 years","Newfoundland and Labrador",10,7.2,9.2
"2020","Total - Gender","40 to 44 years","Newfoundland and Labrador",10,11.1,13.1
"2020","Total - Gender","45 to 49 years","Newfoundland and Labrador",10,8.1,10.1
"2020","Total - Gender","50 to 54 years","Newfoundland and Labrador",10,8.9,10.9
"2020","Total - Gender","55 to 59 years","Newfoundland and Labrador",10,13.6,15.6
"2020","Total - Gender","60 to 64 years","Newfoundland and Labrador",10,20.3,22.3
"2020","Total - Gender","65 years and over","Newfoundland and Labrador",10,14.3,16.3
"2020","Total - Gender","65 to 69 years","Newfoundland and Labrador",10,17.2,19.2
"2020","Total - Gender","70 years and over","Newfoundland and Labrador",10,,
"2020","Men+","15 years and over","Newfoundland and Labrador",10,15.7,17.7
"2020","Men+","15 to 24 years","Newfoundland and Labrador",10,23,25
"2020","Men+","25 years and over","Newfoundland and Labrador",10,14.6,16.6
"2020","Men+","25 to 44 years","Newfoundland and Labrador",10,13.3,15.3
"2020","Men+","45 to 64 years","Newfoundland and Labrador",10,15.6,17.6
"2020","Men+","45 years and over","Newfoundland and Labrador",10,15.8,17.8
"2020","Men+","25 to 54 years","Newfoundland and Labrador",10,12.5,14.5
"2020","Men+","55 years and over","Newfoundland and Labrador",10,19.7,21.7
"2020","Men+","15 to 64 years","Newfoundland and Labrador",10,15.7,17.7
"2020","Men+","15 to 19 years","Newfoundland and Labrador",10,20.2,22.2
"2020","Men+","20 to 24 years","Newfoundland and Labrador",10,24.4,26.4
"2020","Men+","25 to 29 years","Newfoundland and Labrador",10,15.2,17.2
"2020","Men+","30 to 34 years","Newfoundland and Labrador",10,14.8,16.8
"2020","Men+","35 to 39 years","Newfoundland and Labrador",10,10.3,12.3
"2020","Men+","40 to 44 years","Newfoundland and Labrador",10,13,15
"2020","Men+","45 to 49 years","Newfoundland and Labrador",10,10.3,12.3
"2020","Men+","50 to 54 years","Newfoundland and Labrador",10,12,14
"2020","Men+","55 to 59 years","Newfoundland and Labrador",10,19.2,21.2
"2020","Men+","60 to 64 years","Newfoundland and Labrador",10,23,25
"2020","Men+","65 years and over","Newfoundland and Labrador",10,,
"2020","Men+","65 to 69 years","Newfoundland and Labrador",10,,
"2020","Men+","70 years and over","Newfoundland and Labrador",10,,
"2020","Women+","15 years and over","Newfoundland and Labrador",10,8.6,10.6
"2020","Women+","15 to 24 years","Newfoundland and Labrador",10,15.3,17.3
"2020","Women+","25 years and over","Newfoundland and Labrador",10,7.6,9.6
"2020","Women+","25 to 44 years","Newfoundland and Labrador",10,6.9,8.9
"2020","Women+","45 to 64 years","Newfoundland and Labrador",10,7.9,9.9
"2020","Women+","45 years and over","Newfoundland and Labrador",10,8.2,10.2
"2020","Women+","25 to 54 years","Newfoundland and Labrador",10,6.5,8.5
"2020","Women+","55 years and over","Newfoundland and Labrador",10,10.8,12.8
"2020","Women+","15 to 64 years","Newfoundland and Labrador",10,8.5,10.5
"2020","Women+","15 to 19 years","Newfoundland and Labrador",10,21.8,23.8
"2020","Women+","20 to 24 years","Newfoundland and Labrador",10,11.1,13.1
"2020","Women+","25 to 29 years","Newfoundland and Labrador",10,8.7,10.7
"2020","Women+","30 to 34 years","Newfoundland and Labrador",10,6.3,8.3
"2020","Women+","35 to 39 years","Newfoundland and Labrador",10,4.3,6.3
"2020","Women+","40 to 44 years","Newfoundland and Labrador",10,9,11
"2020","Women+","45 to 49 years","Newfoundland and Labrador",10,5.9,7.9
"2020","Women+","50 to 54 years","Newfoundland and Labrador",10,5.6,7.6
"2020","Women+","55 to 59 years","Newfoundland and Labrador",10,7.5,9.5
"2020","Women+","60 to 64 years","Newfoundland and Labrador",10,16.2,18.2
"2020","Women+","65 years and over","Newfoundland and Labrador",10,,
"2020","Women+","65 to 69 years","Newfoundland and Labrador",10,,
"2020","Women+","70 years and over","Newfoundland and Labrador",10,,
"2020","Total - Gender","15 years and over","Prince Edward Island",11,8.6,10.6
"2020","Total - Gender","15 to 24 years","Prince Edward Island",11,14.4,16.4
"2020","Total - Gender","25 years and over","Prince Edward Island",11,7.5,9.5
"2020","Total - Gender","25 to 44 years","Prince Edward Island",11,7.5,9.5
"2020","Total - Gender","45 to 64 years","Prince Edward Island",11,6.9,8.9
"2020","Total - Gender","45 years and over","Prince Edward Island",11,7.5,9.5
"2020","Total - Gender","25 to 54 years","Prince Edward Island",11,7.3,9.3
"2020","Total - Gender","55 years and over","Prince Edward Island",11,7.9,9.9
"2020","Total - Gender","15 to 64 years","Prince Edward Island",11,8.5,10.5
"2020","Total - Gender","15 to 19 years","Prince Edward Island",11,19.7,21.7
"2020","Total - Gender","20 to 24 years","Prince Edward Island",11,12.8,14.8
"2020","Total - Gender","25 to 29 years","Prince Edward Island",11,10.2,12.2
"2020","Total - Gender","30 to 34 years","Prince Edward Island",11,5.4,7.4
"2020","Total - Gender","35 to 39 years","Prince Edward Island",11,9.4,11.4
"2020","Total - Gender","40 to 44 years","Prince Edward Island",11,5.8,7.8
"2020","Total - Gender","45 to 49 years","Prince Edward Island",11,6.3,8.3
"2020","Total - Gender","50 to 54 years","Prince Edward Island",11,6.4,8.4
"2020","Total - Gender","55 to 59 years","Prince Edward Island",11,6.9,8.9
"2020","Total - Gender","60 to 64 years","Prince Edward Island",11,8.4,10.4
"2020","Total - Gender","65 years and over","Prince Edward Island",11,9.1,11.1
"2020","Total - Gender","65 to 69 years","Prince Edward Island",11,13.2,15.2
"2020","Total - Gender","70 years and over","Prince Edward Island",11,,
"2020","Men+","15 years and over","Prince Edward Island",11,8.5,10.5
"2020","Men+","15 to 24 years","Prince Edward Island",11,14.2,16.2
"2020","Men+","25 years and over","Prince Edward Island",11,7.2,9.2
"2020","Men+","25 to 44 years","Prince Edward Island",11,7.2,9.2
"2020","Men+","45 to 64 years","Prince Edward Island",11,7.5,9.5
"2020","Men+","45 years and over","Prince Edward Island",11,7.2,9.2
"2020","Men+","25 to 54 years","Prince Edward Island",11,7.1,9.1
"2020","Men+","55 years and over","Prince Edward Island",11,8.3,10.3
"2020","Men+","15 to 64 years","Prince Edward Island",11,8.5,10.5
"2020","Men+","15 to 19 years","Prince Edward Island",11,20.7,22.7
"2020","Men+","20 to 24 years","Prince Edward Island",11,11,13
"2020","Men+","25 to 29 years","Prince Edward Island",11,9.6,11.6
"2020","Men+","30 to 34 years","Prince Edward Island",11,5.5,7.5
"2020","Men+","35 to 39 years","Prince Edward Island",11,5,7
"2020","Men+","40 to 44 years","Prince Edward Island",11,6.1,8.1
"2020","Men+","45 to 49 years","Prince Edward Island",11,5.3,7.3
"2020","Men+","50 to 54 years","Prince Edward Island",11,6.3,8.3
"2020","Men+","55 to 59 years","Prince Edward Island",11,6.9,8.9
"2020","Men+","60 to 64 years","Prince Edward Island",11,9.1,11.1
"2020","Men+","65 years and over","Prince Edward Island",11,9.1,11.1
"2020","Men+","65 to 69 years","Prince Edward Island",11,,
"2020","Men+","70 years and over","Prince Edward Island",11,,
"2020","Women+","15 years and over","Prince Edward Island",11,8.8,10.8
"2020","Women+","15 to 24 years","Prince Edward Island",11,14.7,16.7
"2020","Women+","25 years and over","Prince Edward Island",11,7.7,9.7
"2020","Women+","25 to 44 years","Prince Edward Island",11,7.8,9.8
"2020","Women+","45 to 64 years","Prince Edward Island",11,7,9
"2020","Women+","45 years and over","Prince Edward Island",11,7.2,9.2
"2020","Women+","25 to 54 years","Prince Edward Island",11,7.4,9.4
"2020","Women+","55 years and over","Prince Edward Island",11,8.5,10.5
"2020","Women+","15 to 64 years","Prince Edward Island",11,8.6,10.6
"2020","Women+","15 to 19 years","Prince Edward Island",11,18.8,20.8
"2020","Women+","20 to 24 years","Prince Edward Island",11,12.3,14.3
"2020","Women+","25 to 29 years","Prince Edward Island",11,10.8,12.8
"2020","Women+","30 to 34 years","Prince Edward Island",11,5.3,7.3
"2020","Women+","35 to 39 years","Prince Edward Island",11,11.6,13.6
"2020","Women+","40 to 44 years","Prince Edward Island",11,5.5,7.5
"2020","Women+","45 to 49 years","Prince Edward Island",11,7.3,9.3
"2020","Women+","50 to 54 years","Prince Edward Island",11,6.5,8.5
"2020","Women+","55 to 59 years","Prince Edward Island",11,6.7,8.7
"2020","Women+","60 to 64 years","Prince Edward Island",11,7.7,9.7
"2020","Women+","65 years and over","Prince Edward Island",11,14.7,16.7
"2020","Women+","65 to 69 years","Prince Edward Island",11,,
"2020","Women+","70 years and over","Prince Edward Island",11,,
"2020","Total - Gender","15 years and over","Nova Scotia",12,7.9,9.9
"2020","Total - Gender","15 to 24 years","Nova Scotia",12,14.7,16.7
"2020","Total - Gender","25 years and over","Nova Scotia",12,6.8,8.8
"2020","Total - Gender","25 to 44 years","Nova Scotia",12,7.5,9.5
"2020","Total - Gender","45 to 64 years","Nova Scotia",12,6.2,8.2
"2020","Total - Gender","45 years and over","Nova Scotia",12,6.2,8.2
"2020","Total - Gender","25 to 54 years","Nova Scotia",12,6.5,8.5
"2020","Total - Gender","55 years and over","Nova Scotia",12,7.6,9.6
"2020","Total - Gender","15 to 64 years","Nova Scotia",12,8,10
"2020","Total - Gender","15 to 19 years","Nova Scotia",12,18.2,20.2
"2020","Total - Gender","20 to 24 years","Nova Scotia",12,12.9,14.9
"2020","Total - Gender","25 to 29 years","Nova Scotia",12,12.3,14.3
"2020","Total - Gender","30 to 34 years","Nova Scotia",12,7,9
"2020","Total - Gender","35 to 39 years","Nova Scotia",12,5.4,7.4
"2020","Total - Gender","40 to 44 years","Nova Scotia",12,5.2,7.2
"2020","Total - Gender","45 to 49 years","Nova Scotia",12,3.9,5.9
"2020","Total - Gender","50 to 54 years","Nova Scotia",12,5.2,7.2
"2020","Total - Gender","55 to 59 years","Nova Scotia",12,7.4,9.4
"2020","Total - Gender","60 to 64 years","Nova Scotia",12,8.8,10.8
"2020","Total - Gender","65 years and over","Nova Scotia",12,6.2,8.2
"2020","Total - Gender","65 to 69 years","Nova Scotia",12,7.4,9.4
"2020","Total - Gender","70 years and over","Nova Scotia",12,4.1,6.1
"2020","Men+","15 years and over","Nova Scotia",12,8.8,10.8
"2020","Men+","15 to 24 years","Nova Scotia",12,16.5,18.5
"2020","Men+","25 years and over","Nova Scotia",12,7.4,9.4
"2020","Men+","25 to 44 years","Nova Scotia",12,8.7,10.7
"2020","Men+","45 to 64 years","Nova Scotia",12,6.2,8.2
"2020","Men+","45 years and over","Nova Scotia",12,6.2,8.2
"2020","Men+","25 to 54 years","Nova Scotia",12,7.3,9.3
"2020","Men+","55 years and over","Nova Scotia",12,7.7,9.7
"2020","Men+","15 to 64 years","Nova Scotia",12,8.9,10.9
"2020","Men+","15 to 19 years","Nova Scotia",12,20.2,22.2
"2020","Men+","20 to 24 years","Nova Scotia",12,14.6,16.6
"2020","Men+","25 to 29 years","Nova Scotia",12,16.4,18.4
"2020","Men+","30 to 34 years","Nova Scotia",12,7.3,9.3
"2020","Men+","35 to 39 years","Nova Scotia",12,5.5,7.5
"2020","Men+","40 to 44 years","Nova Scotia",12,5.9,7.9
"2020","Men+","45 to 49 years","Nova Scotia",12,3.7,5.7
"2020","Men+","50 to 54 years","Nova Scotia",12,5,7
"2020","Men+","55 to 59 years","Nova Scotia",12,6.7,8.7
"2020","Men+","60 to 64 years","Nova Scotia",12,10.4,12.4
"2020","Men+","65 years and over","Nova Scotia",12,6.3,8.3
"2020","Men+","65 to 69 years","Nova Scotia",12,8.2,10.2
"2020","Men+","70 years and over","Nova Scotia",12,,
"2020","Women+","15 years and over","Nova Scotia",12,7.1,9.1
"2020","Women+","15 to 24 years","Nova Scotia",12,12.7,14.7
"2020","Women+","25 years and over","Nova Scotia",12,6.1,8.1
"2020","Women+","25 to 44 years","Nova Scotia",12,6.2,8.2
"2020","Women+","45 to 64 years","Nova Scotia",12,6.2,8.2
"2020","Women+","45 years and over","Nova Scotia",12,6.1,8.1
"2020","Women+","25 to 54 years","Nova Scotia",12,5.7,7.7
"2020","Women+","55 years and over","Nova Scotia",12,7.4,9.4
"2020","Women+","15 to 64 years","Nova Scotia",12,7.2,9.2
"2020","Women+","15 to 19 years","Nova Scotia",12,15.8,17.8
"2020","Women+","20 to 24 years","Nova Scotia",12,11.1,13.1
"2020","Women+","25 to 29 years","Nova Scotia",12,8.1,10.1
"2020","Women+","30 to 34 years","Nova Scotia",12,6.7,8.7
"2020","Women+","35 to 39 years","Nova Scotia",12,5.3,7.3
"2020","Women+","40 to 44 years","Nova Scotia",12,4.6,6.6
"2020","Women+","45 to 49 years","Nova Scotia",12,4.1,6.1
"2020","Women+","50 to 54 years","Nova Scotia",12,5.4,7.4
"2020","Women+","55 to 59 years","Nova Scotia",12,8.1,10.1
"2020","Women+","60 to 64 years","Nova Scotia",12,7.6,9.6
"2020","Women+","65 years and over","Nova Scotia",12,5.9,7.9
"2020","Women+","65 to 69 years","Nova Scotia",12,5,7
"2020","Women+","70 years and over","Nova Scotia",12,,
"2020","Total - Gender","15 years and over","New Brunswick",13,8.4,10.4
"2020","Total - Gender","15 to 24 years","New Brunswick",13,16.7,18.7
"2020","Total - Gender","25 years and over","New Brunswick",13,7.1,9.1
"2020","Total - Gender","25 to 44 years","New Brunswick",13,6.8,8.8
"2020","Total - Gender","45 to 64 years","New Brunswick",13,7.3,9.3
"2020","Total - Gender","45 years and over","New Brunswick",13,7.4,9.4
"2020","Total - Gender","25 to 54 years","New Brunswick",13,6.2,8.2
"2020","Total - Gender","55 years and over","New Brunswick",13,9.4,11.4
"2020","Total - Gender","15 to 64 years","New Brunswick",13,8.4,10.4
"2020","Total - Gender","15 to 19 years","New Brunswick",13,16.8,18.8
"2020","Total - Gender","20 to 24 years","New Brunswick",13,16.7,18.7
"2020","Total - Gender","25 to 29 years","New Brunswick",13,8.5,10.5
"2020","Total - Gender","30 to 34 years","New Brunswick",13,7.4,9.4
"2020","Total - Gender","35 to 39 years","New Brunswick",13,6.3,8.3
"2020","Total - Gender","40 to 44 years","New Brunswick",13,5,7
"2020","Total - Gender","45 to 49 years","New Brunswick",13,4.8,6.8
"2020","Total - Gender","50 to 54 years","New Brunswick",13,5.6,7.6
"2020","Total - Gender","55 to 59 years","New Brunswick",13,8.3,10.3
"2020","Total - Gender","60 to 64 years","New Brunswick",13,11.7,13.7
"2020","Total - Gender","65 years and over","New Brunswick",13,8.2,10.2
"2020","Total - Gender","65 to 69 years","New Brunswick",13,10.5,12.5
"2020","Total - Gender","70 years and over","New Brunswick",13,,
"2020","Men+","15 years and over","New Brunswick",13,10.1,12.1
"2020","Men+","15 to 24 years","New Brunswick",13,18.7,20.7
"2020","Men+","25 years and over","New Brunswick",13,8.8,10.8
"2020","Men+","25 to 44 years","New Brunswick",13,8.8,10.8
"2020","Men+","45 to 64 years","New Brunswick",13,8.8,10.8
"2020","Men+","45 years and over","New Brunswick",13,8.8,10.8
"2020","Men+","25 to 54 years","New Brunswick",13,7.9,9.9
"2020","Men+","55 years and over","New Brunswick",13,10.7,12.7
"2020","Men+","15 to 64 years","New Brunswick",13,10.2,12.2
"2020","Men+","15 to 19 years","New Brunswick",13,17.4,19.4
"2020","Men+","20 to 24 years","New Brunswick",13,19.4,21.4
"2020","Men+","25 to 29 years","New Brunswick",13,11.9,13.9
"2020","Men+","30 to 34 years","New Brunswick",13,9.8,11.8
"2020","Men+","35 to 39 years","New Brunswick",13,8.1,10.1
"2020","Men+","40 to 44 years","New Brunswick",13,6,8
"2020","Men+","45 to 49 years","New Brunswick",13,5,7
"2020","Men+","50 to 54 years","New Brunswick",13,7.3,9.3
"2020","Men+","55 to 59 years","New Brunswick",13,10.5,12.5
"2020","Men+","60 to 64 years","New Brunswick",13,12.6,14.6
"2020","Men+","65 years and over","New Brunswick",13,8.3,10.3
"2020","Men+","65 to 69 years","New Brunswick",13,9.7,11.7
"2020","Men+","70 years and over","New Brunswick",13,,
"2020","Women+","15 years and over","New Brunswick",13,6.5,8.5
"2020","Women+","15 to 24 years","New Brunswick",13,14.7,16.7
"2020","Women+","25 years and over","New Brunswick",13,5.3,7.3
"2020","Women+","25 to 44 years","New Brunswick",13,4.7,6.7
"2020","Women+","45 to 64 years","New Brunswick",13,5.7,7.7
"2020","Women+","45 years and over","New Brunswick",13,5.9,7.9
