"Year","Household food security status","Geography","Economic family type","Sex","Age group","Visible minority","Indigenous population","GeoCode","Value"
"2019","Food insecure","Ontario",,"Both sexes","55 to 64 years",,,35,15
"2019","Food insecure, marginal","Ontario",,"Both sexes","55 to 64 years",,,35,3.7
"2019","Food insecure, moderate or severe","Ontario",,"Both sexes","55 to 64 years",,,35,11.3
"2019","Food insecure, moderate","Ontario",,"Both sexes","55 to 64 years",,,35,7.2
"2019","Food insecure, severe","Ontario",,"Both sexes","55 to 64 years",,,35,4.1
"2019","Food secure","Ontario",,"Both sexes","65 years and over",,,35,90.6
"2019","Food insecure","Ontario",,"Both sexes","65 years and over",,,35,9.4
"2019","Food insecure, marginal","Ontario",,"Both sexes","65 years and over",,,35,3.5
"2019","Food insecure, moderate or severe","Ontario",,"Both sexes","65 years and over",,,35,5.9
"2019","Food insecure, moderate","Ontario",,"Both sexes","65 years and over",,,35,4.7
"2019","Food insecure, severe","Ontario",,"Both sexes","65 years and over",,,35,1.1
"2019","Food secure","Ontario","All persons","Male",,,,35,83.3
"2019","Food insecure","Ontario","All persons","Male",,,,35,16.7
"2019","Food insecure, marginal","Ontario","All persons","Male",,,,35,5.8
"2019","Food insecure, moderate or severe","Ontario","All persons","Male",,,,35,10.9
"2019","Food insecure, moderate","Ontario","All persons","Male",,,,35,7.5
"2019","Food insecure, severe","Ontario","All persons","Male",,,,35,3.3
"2019","Food secure","Ontario",,"Male","Under 18 years",,,35,76.8
"2019","Food insecure","Ontario",,"Male","Under 18 years",,,35,23.2
"2019","Food insecure, marginal","Ontario",,"Male","Under 18 years",,,35,8.8
"2019","Food insecure, moderate or severe","Ontario",,"Male","Under 18 years",,,35,14.4
"2019","Food insecure, moderate","Ontario",,"Male","Under 18 years",,,35,11.1
"2019","Food insecure, severe","Ontario",,"Male","Under 18 years",,,35,3.3
"2019","Food secure","Ontario",,"Male","18 to 64 years",,,35,83.5
"2019","Food insecure","Ontario",,"Male","18 to 64 years",,,35,16.5
"2019","Food insecure, marginal","Ontario",,"Male","18 to 64 years",,,35,5.5
"2019","Food insecure, moderate or severe","Ontario",,"Male","18 to 64 years",,,35,11
"2019","Food insecure, moderate","Ontario",,"Male","18 to 64 years",,,35,7.1
"2019","Food insecure, severe","Ontario",,"Male","18 to 64 years",,,35,3.9
"2019","Food secure","Ontario",,"Male","65 years and over",,,35,90.8
"2019","Food insecure","Ontario",,"Male","65 years and over",,,35,9.2
"2019","Food insecure, marginal","Ontario",,"Male","65 years and over",,,35,3.3
"2019","Food insecure, moderate or severe","Ontario",,"Male","65 years and over",,,35,5.9
"2019","Food insecure, moderate","Ontario",,"Male","65 years and over",,,35,4.8
"2019","Food insecure, severe","Ontario",,"Male","65 years and over",,,35,1.2
"2019","Food secure","Ontario","All persons","Female",,,,35,82.1
"2019","Food insecure","Ontario","All persons","Female",,,,35,17.9
"2019","Food insecure, marginal","Ontario","All persons","Female",,,,35,5.8
"2019","Food insecure, moderate or severe","Ontario","All persons","Female",,,,35,12.1
"2019","Food insecure, moderate","Ontario","All persons","Female",,,,35,8.4
"2019","Food insecure, severe","Ontario","All persons","Female",,,,35,3.6
"2019","Food secure","Ontario",,"Female","Under 18 years",,,35,77.5
"2019","Food insecure","Ontario",,"Female","Under 18 years",,,35,22.5
"2019","Food insecure, marginal","Ontario",,"Female","Under 18 years",,,35,6.8
"2019","Food insecure, moderate or severe","Ontario",,"Female","Under 18 years",,,35,15.6
"2019","Food insecure, moderate","Ontario",,"Female","Under 18 years",,,35,11.3
"2019","Food insecure, severe","Ontario",,"Female","Under 18 years",,,35,4.4
"2019","Food secure","Ontario",,"Female","18 to 64 years",,,35,81.1
"2019","Food insecure","Ontario",,"Female","18 to 64 years",,,35,18.9
"2019","Food insecure, marginal","Ontario",,"Female","18 to 64 years",,,35,6.1
"2019","Food insecure, moderate or severe","Ontario",,"Female","18 to 64 years",,,35,12.8
"2019","Food insecure, moderate","Ontario",,"Female","18 to 64 years",,,35,8.6
"2019","Food insecure, severe","Ontario",,"Female","18 to 64 years",,,35,4.2
"2019","Food secure","Ontario",,"Female","65 years and over",,,35,90.4
"2019","Food insecure","Ontario",,"Female","65 years and over",,,35,9.6
"2019","Food insecure, marginal","Ontario",,"Female","65 years and over",,,35,3.8
"2019","Food insecure, moderate or severe","Ontario",,"Female","65 years and over",,,35,5.8
"2019","Food insecure, moderate","Ontario",,"Female","65 years and over",,,35,4.7
"2019","Food insecure, severe","Ontario",,"Female","65 years and over",,,35,1.1
"2019","Food secure","Prairie provinces",,"Both sexes","Under 18 years",,,,78.4
"2019","Food insecure","Prairie provinces",,"Both sexes","Under 18 years",,,,21.6
"2019","Food insecure, marginal","Prairie provinces",,"Both sexes","Under 18 years",,,,7.5
"2019","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","Under 18 years",,,,14.1
"2019","Food insecure, moderate","Prairie provinces",,"Both sexes","Under 18 years",,,,11.1
"2019","Food insecure, severe","Prairie provinces",,"Both sexes","Under 18 years",,,,3
"2019","Food secure","Prairie provinces",,"Both sexes","18 to 64 years",,,,80.8
"2019","Food insecure","Prairie provinces",,"Both sexes","18 to 64 years",,,,19.2
"2019","Food insecure, marginal","Prairie provinces",,"Both sexes","18 to 64 years",,,,5.5
"2019","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","18 to 64 years",,,,13.7
"2019","Food insecure, moderate","Prairie provinces",,"Both sexes","18 to 64 years",,,,9.3
"2019","Food insecure, severe","Prairie provinces",,"Both sexes","18 to 64 years",,,,4.4
"2019","Food secure","Prairie provinces",,"Both sexes","18 to 24 years",,,,77.6
"2019","Food insecure","Prairie provinces",,"Both sexes","18 to 24 years",,,,22.4
"2019","Food insecure, marginal","Prairie provinces",,"Both sexes","18 to 24 years",,,,7.9
"2019","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","18 to 24 years",,,,14.4
"2019","Food insecure, moderate","Prairie provinces",,"Both sexes","18 to 24 years",,,,9
"2019","Food insecure, severe","Prairie provinces",,"Both sexes","18 to 24 years",,,,5.4
"2019","Food secure","Prairie provinces",,"Both sexes","25 to 34 years",,,,80.4
"2019","Food insecure","Prairie provinces",,"Both sexes","25 to 34 years",,,,19.6
"2019","Food insecure, marginal","Prairie provinces",,"Both sexes","25 to 34 years",,,,5.8
"2019","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","25 to 34 years",,,,13.8
"2019","Food insecure, moderate","Prairie provinces",,"Both sexes","25 to 34 years",,,,9.2
"2019","Food insecure, severe","Prairie provinces",,"Both sexes","25 to 34 years",,,,4.6
"2019","Food secure","Prairie provinces",,"Both sexes","35 to 44 years",,,,78.4
"2019","Food insecure","Prairie provinces",,"Both sexes","35 to 44 years",,,,21.6
"2019","Food insecure, marginal","Prairie provinces",,"Both sexes","35 to 44 years",,,,5.7
"2019","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","35 to 44 years",,,,15.9
"2019","Food insecure, moderate","Prairie provinces",,"Both sexes","35 to 44 years",,,,11.8
"2019","Food insecure, severe","Prairie provinces",,"Both sexes","35 to 44 years",,,,4.1
"2019","Food secure","Prairie provinces",,"Both sexes","45 to 54 years",,,,81.1
"2019","Food insecure","Prairie provinces",,"Both sexes","45 to 54 years",,,,18.9
"2019","Food insecure, marginal","Prairie provinces",,"Both sexes","45 to 54 years",,,,5
"2019","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","45 to 54 years",,,,14
"2019","Food insecure, moderate","Prairie provinces",,"Both sexes","45 to 54 years",,,,8.9
"2019","Food insecure, severe","Prairie provinces",,"Both sexes","45 to 54 years",,,,5
"2019","Food secure","Prairie provinces",,"Both sexes","55 to 64 years",,,,85.9
"2019","Food insecure","Prairie provinces",,"Both sexes","55 to 64 years",,,,14.1
"2019","Food insecure, marginal","Prairie provinces",,"Both sexes","55 to 64 years",,,,3.9
"2019","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","55 to 64 years",,,,10.3
"2019","Food insecure, moderate","Prairie provinces",,"Both sexes","55 to 64 years",,,,7
"2019","Food insecure, severe","Prairie provinces",,"Both sexes","55 to 64 years",,,,3.3
"2019","Food secure","Prairie provinces",,"Both sexes","65 years and over",,,,90.9
"2019","Food insecure","Prairie provinces",,"Both sexes","65 years and over",,,,9.1
"2019","Food insecure, marginal","Prairie provinces",,"Both sexes","65 years and over",,,,2.1
"2019","Food insecure, moderate or severe","Prairie provinces",,"Both sexes","65 years and over",,,,7
"2019","Food insecure, moderate","Prairie provinces",,"Both sexes","65 years and over",,,,4.9
"2019","Food insecure, severe","Prairie provinces",,"Both sexes","65 years and over",,,,2.1
"2019","Food secure","Prairie provinces","All persons","Male",,,,,81.6
"2019","Food insecure","Prairie provinces","All persons","Male",,,,,18.4
"2019","Food insecure, marginal","Prairie provinces","All persons","Male",,,,,5.5
"2019","Food insecure, moderate or severe","Prairie provinces","All persons","Male",,,,,12.9
"2019","Food insecure, moderate","Prairie provinces","All persons","Male",,,,,9
"2019","Food insecure, severe","Prairie provinces","All persons","Male",,,,,3.9
"2019","Food secure","Prairie provinces",,"Male","Under 18 years",,,,78.3
"2019","Food insecure","Prairie provinces",,"Male","Under 18 years",,,,21.7
"2019","Food insecure, marginal","Prairie provinces",,"Male","Under 18 years",,,,7.3
"2019","Food insecure, moderate or severe","Prairie provinces",,"Male","Under 18 years",,,,14.3
"2019","Food insecure, moderate","Prairie provinces",,"Male","Under 18 years",,,,11.5
"2019","Food insecure, severe","Prairie provinces",,"Male","Under 18 years",,,,2.9
"2019","Food secure","Prairie provinces",,"Male","18 to 64 years",,,,80.7
"2019","Food insecure","Prairie provinces",,"Male","18 to 64 years",,,,19.3
"2019","Food insecure, marginal","Prairie provinces",,"Male","18 to 64 years",,,,5.5
"2019","Food insecure, moderate or severe","Prairie provinces",,"Male","18 to 64 years",,,,13.8
"2019","Food insecure, moderate","Prairie provinces",,"Male","18 to 64 years",,,,9
"2019","Food insecure, severe","Prairie provinces",,"Male","18 to 64 years",,,,4.7
"2019","Food secure","Prairie provinces",,"Male","65 years and over",,,,91.5
"2019","Food insecure","Prairie provinces",,"Male","65 years and over",,,,8.5
"2019","Food insecure, marginal","Prairie provinces",,"Male","65 years and over",,,,2.1
"2019","Food insecure, moderate or severe","Prairie provinces",,"Male","65 years and over",,,,6.4
"2019","Food insecure, moderate","Prairie provinces",,"Male","65 years and over",,,,4.5
"2019","Food insecure, severe","Prairie provinces",,"Male","65 years and over",,,,1.8
"2019","Food secure","Prairie provinces","All persons","Female",,,,,81.7
"2019","Food insecure","Prairie provinces","All persons","Female",,,,,18.3
"2019","Food insecure, marginal","Prairie provinces","All persons","Female",,,,,5.5
"2019","Food insecure, moderate or severe","Prairie provinces","All persons","Female",,,,,12.8
"2019","Food insecure, moderate","Prairie provinces","All persons","Female",,,,,9.2
"2019","Food insecure, severe","Prairie provinces","All persons","Female",,,,,3.6
"2019","Food secure","Prairie provinces",,"Female","Under 18 years",,,,78.4
"2019","Food insecure","Prairie provinces",,"Female","Under 18 years",,,,21.6
"2019","Food insecure, marginal","Prairie provinces",,"Female","Under 18 years",,,,7.6
"2019","Food insecure, moderate or severe","Prairie provinces",,"Female","Under 18 years",,,,13.9
"2019","Food insecure, moderate","Prairie provinces",,"Female","Under 18 years",,,,10.8
"2019","Food insecure, severe","Prairie provinces",,"Female","Under 18 years",,,,3.1
"2019","Food secure","Prairie provinces",,"Female","18 to 64 years",,,,80.8
"2019","Food insecure","Prairie provinces",,"Female","18 to 64 years",,,,19.2
"2019","Food insecure, marginal","Prairie provinces",,"Female","18 to 64 years",,,,5.6
"2019","Food insecure, moderate or severe","Prairie provinces",,"Female","18 to 64 years",,,,13.6
"2019","Food insecure, moderate","Prairie provinces",,"Female","18 to 64 years",,,,9.5
"2019","Food insecure, severe","Prairie provinces",,"Female","18 to 64 years",,,,4.1
"2019","Food secure","Prairie provinces",,"Female","65 years and over",,,,90.3
"2019","Food insecure","Prairie provinces",,"Female","65 years and over",,,,9.7
"2019","Food insecure, marginal","Prairie provinces",,"Female","65 years and over",,,,2.1
"2019","Food insecure, moderate or severe","Prairie provinces",,"Female","65 years and over",,,,7.6
"2019","Food insecure, moderate","Prairie provinces",,"Female","65 years and over",,,,5.3
"2019","Food insecure, severe","Prairie provinces",,"Female","65 years and over",,,,2.3
"2019","Food secure","Manitoba",,"Both sexes","Under 18 years",,,46,75.4
"2019","Food insecure","Manitoba",,"Both sexes","Under 18 years",,,46,24.6
"2019","Food insecure, marginal","Manitoba",,"Both sexes","Under 18 years",,,46,8.4
"2019","Food insecure, moderate or severe","Manitoba",,"Both sexes","Under 18 years",,,46,16.2
"2019","Food insecure, moderate","Manitoba",,"Both sexes","Under 18 years",,,46,12.5
"2019","Food insecure, severe","Manitoba",,"Both sexes","Under 18 years",,,46,3.7
"2019","Food secure","Manitoba",,"Both sexes","18 to 64 years",,,46,81.8
"2019","Food insecure","Manitoba",,"Both sexes","18 to 64 years",,,46,18.2
"2019","Food insecure, marginal","Manitoba",,"Both sexes","18 to 64 years",,,46,5.7
"2019","Food insecure, moderate or severe","Manitoba",,"Both sexes","18 to 64 years",,,46,12.6
"2019","Food insecure, moderate","Manitoba",,"Both sexes","18 to 64 years",,,46,8.9
"2019","Food insecure, severe","Manitoba",,"Both sexes","18 to 64 years",,,46,3.6
"2019","Food secure","Manitoba",,"Both sexes","18 to 24 years",,,46,80.9
"2019","Food insecure","Manitoba",,"Both sexes","18 to 24 years",,,46,19.1
"2019","Food insecure, marginal","Manitoba",,"Both sexes","18 to 24 years",,,46,9.2
"2019","Food insecure, moderate or severe","Manitoba",,"Both sexes","18 to 24 years",,,46,9.9
"2019","Food insecure, moderate","Manitoba",,"Both sexes","18 to 24 years",,,46,7.2
"2019","Food insecure, severe","Manitoba",,"Both sexes","18 to 24 years",,,46,2.7
"2019","Food secure","Manitoba",,"Both sexes","25 to 34 years",,,46,81.2
"2019","Food insecure","Manitoba",,"Both sexes","25 to 34 years",,,46,18.8
"2019","Food insecure, marginal","Manitoba",,"Both sexes","25 to 34 years",,,46,5.2
"2019","Food insecure, moderate or severe","Manitoba",,"Both sexes","25 to 34 years",,,46,13.6
"2019","Food insecure, moderate","Manitoba",,"Both sexes","25 to 34 years",,,46,9.5
"2019","Food insecure, severe","Manitoba",,"Both sexes","25 to 34 years",,,46,4.1
"2019","Food secure","Manitoba",,"Both sexes","35 to 44 years",,,46,75.8
"2019","Food insecure","Manitoba",,"Both sexes","35 to 44 years",,,46,24.2
"2019","Food insecure, marginal","Manitoba",,"Both sexes","35 to 44 years",,,46,7.5
"2019","Food insecure, moderate or severe","Manitoba",,"Both sexes","35 to 44 years",,,46,16.7
"2019","Food insecure, moderate","Manitoba",,"Both sexes","35 to 44 years",,,46,11.5
"2019","Food insecure, severe","Manitoba",,"Both sexes","35 to 44 years",,,46,5.2
"2019","Food secure","Manitoba",,"Both sexes","45 to 54 years",,,46,84.4
"2019","Food insecure","Manitoba",,"Both sexes","45 to 54 years",,,46,15.6
"2019","Food insecure, marginal","Manitoba",,"Both sexes","45 to 54 years",,,46,4.8
"2019","Food insecure, moderate or severe","Manitoba",,"Both sexes","45 to 54 years",,,46,10.8
"2019","Food insecure, moderate","Manitoba",,"Both sexes","45 to 54 years",,,46,8
"2019","Food insecure, severe","Manitoba",,"Both sexes","45 to 54 years",,,46,2.7
"2019","Food secure","Manitoba",,"Both sexes","55 to 64 years",,,46,86.6
"2019","Food insecure","Manitoba",,"Both sexes","55 to 64 years",,,46,13.4
"2019","Food insecure, marginal","Manitoba",,"Both sexes","55 to 64 years",,,46,2.6
"2019","Food insecure, moderate or severe","Manitoba",,"Both sexes","55 to 64 years",,,46,10.8
"2019","Food insecure, moderate","Manitoba",,"Both sexes","55 to 64 years",,,46,7.7
"2019","Food insecure, severe","Manitoba",,"Both sexes","55 to 64 years",,,46,3.1
"2019","Food secure","Manitoba",,"Both sexes","65 years and over",,,46,90.7
"2019","Food insecure","Manitoba",,"Both sexes","65 years and over",,,46,9.3
"2019","Food insecure, marginal","Manitoba",,"Both sexes","65 years and over",,,46,2.2
"2019","Food insecure, moderate or severe","Manitoba",,"Both sexes","65 years and over",,,46,7.1
"2019","Food insecure, moderate","Manitoba",,"Both sexes","65 years and over",,,46,4.9
