"Year","Geography","Educational attainment level","Age group","Sex","GeoCode","Value"
2020,"Prince Edward Island","Pre-primary and primary","30 to 34 years","Female",11,
2020,"Prince Edward Island","Pre-primary and primary","35 to 44 years","Both sexes",11,
2020,"Prince Edward Island","Pre-primary and primary","35 to 44 years","Male",11,
2020,"Prince Edward Island","Pre-primary and primary","35 to 44 years","Female",11,
2020,"Prince Edward Island","Pre-primary and primary","45 to 54 years","Both sexes",11,2
2020,"Prince Edward Island","Pre-primary and primary","45 to 54 years","Male",11,3
2020,"Prince Edward Island","Pre-primary and primary","45 to 54 years","Female",11,
2020,"Prince Edward Island","Pre-primary and primary","55 to 64 years","Both sexes",11,5
2020,"Prince Edward Island","Pre-primary and primary","55 to 64 years","Male",11,9
2020,"Prince Edward Island","Pre-primary and primary","55 to 64 years","Female",11,3
2020,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Both sexes",11,7
2020,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Male",11,8
2020,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Female",11,5
2020,"Prince Edward Island","Lower secondary","25 to 34 years","Both sexes",11,5
2020,"Prince Edward Island","Lower secondary","25 to 34 years","Male",11,5
2020,"Prince Edward Island","Lower secondary","25 to 34 years","Female",11,4
2020,"Prince Edward Island","Lower secondary","30 to 34 years","Both sexes",11,4
2020,"Prince Edward Island","Lower secondary","30 to 34 years","Male",11,6
2020,"Prince Edward Island","Lower secondary","30 to 34 years","Female",11,
2020,"Prince Edward Island","Lower secondary","35 to 44 years","Both sexes",11,4
2020,"Prince Edward Island","Lower secondary","35 to 44 years","Male",11,5
2020,"Prince Edward Island","Lower secondary","35 to 44 years","Female",11,4
2020,"Prince Edward Island","Lower secondary","45 to 54 years","Both sexes",11,7
2020,"Prince Edward Island","Lower secondary","45 to 54 years","Male",11,9
2020,"Prince Edward Island","Lower secondary","45 to 54 years","Female",11,4
2020,"Prince Edward Island","Lower secondary","55 to 64 years","Both sexes",11,10
2020,"Prince Edward Island","Lower secondary","55 to 64 years","Male",11,12
2020,"Prince Edward Island","Lower secondary","55 to 64 years","Female",11,9
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",11,32
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",11,41
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",11,25
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",11,33
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",11,42
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",11,23
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",11,36
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",11,49
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",11,23
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",11,29
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",11,39
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",11,20
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",11,30
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",11,37
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",11,23
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",11,37
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",11,44
2020,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",11,31
2020,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Both sexes",11,59
2020,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Male",11,48
2020,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Female",11,69
2020,"Prince Edward Island","Tertiary education","25 to 34 years","Both sexes",11,62
2020,"Prince Edward Island","Tertiary education","25 to 34 years","Male",11,52
2020,"Prince Edward Island","Tertiary education","25 to 34 years","Female",11,72
2020,"Prince Edward Island","Tertiary education","30 to 34 years","Both sexes",11,59
2020,"Prince Edward Island","Tertiary education","30 to 34 years","Male",11,44
2020,"Prince Edward Island","Tertiary education","30 to 34 years","Female",11,73
2020,"Prince Edward Island","Tertiary education","35 to 44 years","Both sexes",11,66
2020,"Prince Edward Island","Tertiary education","35 to 44 years","Male",11,55
2020,"Prince Edward Island","Tertiary education","35 to 44 years","Female",11,76
2020,"Prince Edward Island","Tertiary education","45 to 54 years","Both sexes",11,62
2020,"Prince Edward Island","Tertiary education","45 to 54 years","Male",11,51
2020,"Prince Edward Island","Tertiary education","45 to 54 years","Female",11,72
2020,"Prince Edward Island","Tertiary education","55 to 64 years","Both sexes",11,47
2020,"Prince Edward Island","Tertiary education","55 to 64 years","Male",11,36
2020,"Prince Edward Island","Tertiary education","55 to 64 years","Female",11,57
2020,"Nova Scotia","Pre-primary and primary","Total, 25 to 64 years","Both sexes",12,2
2020,"Nova Scotia","Pre-primary and primary","Total, 25 to 64 years","Male",12,2
2020,"Nova Scotia","Pre-primary and primary","Total, 25 to 64 years","Female",12,1
2020,"Nova Scotia","Pre-primary and primary","25 to 34 years","Both sexes",12,
2020,"Nova Scotia","Pre-primary and primary","25 to 34 years","Male",12,
2020,"Nova Scotia","Pre-primary and primary","25 to 34 years","Female",12,
2020,"Nova Scotia","Pre-primary and primary","30 to 34 years","Both sexes",12,
2020,"Nova Scotia","Pre-primary and primary","30 to 34 years","Male",12,
2020,"Nova Scotia","Pre-primary and primary","30 to 34 years","Female",12,
2020,"Nova Scotia","Pre-primary and primary","35 to 44 years","Both sexes",12,1
2020,"Nova Scotia","Pre-primary and primary","35 to 44 years","Male",12,
2020,"Nova Scotia","Pre-primary and primary","35 to 44 years","Female",12,
2020,"Nova Scotia","Pre-primary and primary","45 to 54 years","Both sexes",12,2
2020,"Nova Scotia","Pre-primary and primary","45 to 54 years","Male",12,2
2020,"Nova Scotia","Pre-primary and primary","45 to 54 years","Female",12,1
2020,"Nova Scotia","Pre-primary and primary","55 to 64 years","Both sexes",12,3
2020,"Nova Scotia","Pre-primary and primary","55 to 64 years","Male",12,5
2020,"Nova Scotia","Pre-primary and primary","55 to 64 years","Female",12,2
2020,"Nova Scotia","Lower secondary","Total, 25 to 64 years","Both sexes",12,6
2020,"Nova Scotia","Lower secondary","Total, 25 to 64 years","Male",12,8
2020,"Nova Scotia","Lower secondary","Total, 25 to 64 years","Female",12,5
2020,"Nova Scotia","Lower secondary","25 to 34 years","Both sexes",12,3
2020,"Nova Scotia","Lower secondary","25 to 34 years","Male",12,4
2020,"Nova Scotia","Lower secondary","25 to 34 years","Female",12,2
2020,"Nova Scotia","Lower secondary","30 to 34 years","Both sexes",12,2
2020,"Nova Scotia","Lower secondary","30 to 34 years","Male",12,3
2020,"Nova Scotia","Lower secondary","30 to 34 years","Female",12,
2020,"Nova Scotia","Lower secondary","35 to 44 years","Both sexes",12,5
2020,"Nova Scotia","Lower secondary","35 to 44 years","Male",12,6
2020,"Nova Scotia","Lower secondary","35 to 44 years","Female",12,3
2020,"Nova Scotia","Lower secondary","45 to 54 years","Both sexes",12,6
2020,"Nova Scotia","Lower secondary","45 to 54 years","Male",12,8
2020,"Nova Scotia","Lower secondary","45 to 54 years","Female",12,5
2020,"Nova Scotia","Lower secondary","55 to 64 years","Both sexes",12,10
2020,"Nova Scotia","Lower secondary","55 to 64 years","Male",12,12
2020,"Nova Scotia","Lower secondary","55 to 64 years","Female",12,9
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",12,34
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",12,41
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",12,28
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",12,33
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",12,41
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",12,26
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",12,30
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",12,39
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",12,22
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",12,28
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",12,35
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",12,22
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",12,34
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",12,39
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",12,29
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",12,40
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",12,46
2020,"Nova Scotia","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",12,34
2020,"Nova Scotia","Tertiary education","Total, 25 to 64 years","Both sexes",12,58
2020,"Nova Scotia","Tertiary education","Total, 25 to 64 years","Male",12,49
2020,"Nova Scotia","Tertiary education","Total, 25 to 64 years","Female",12,66
2020,"Nova Scotia","Tertiary education","25 to 34 years","Both sexes",12,64
2020,"Nova Scotia","Tertiary education","25 to 34 years","Male",12,55
2020,"Nova Scotia","Tertiary education","25 to 34 years","Female",12,72
2020,"Nova Scotia","Tertiary education","30 to 34 years","Both sexes",12,67
2020,"Nova Scotia","Tertiary education","30 to 34 years","Male",12,57
2020,"Nova Scotia","Tertiary education","30 to 34 years","Female",12,77
2020,"Nova Scotia","Tertiary education","35 to 44 years","Both sexes",12,66
2020,"Nova Scotia","Tertiary education","35 to 44 years","Male",12,58
2020,"Nova Scotia","Tertiary education","35 to 44 years","Female",12,74
2020,"Nova Scotia","Tertiary education","45 to 54 years","Both sexes",12,58
2020,"Nova Scotia","Tertiary education","45 to 54 years","Male",12,50
2020,"Nova Scotia","Tertiary education","45 to 54 years","Female",12,66
2020,"Nova Scotia","Tertiary education","55 to 64 years","Both sexes",12,46
2020,"Nova Scotia","Tertiary education","55 to 64 years","Male",12,37
2020,"Nova Scotia","Tertiary education","55 to 64 years","Female",12,55
2020,"New Brunswick","Pre-primary and primary","Total, 25 to 64 years","Both sexes",13,3
2020,"New Brunswick","Pre-primary and primary","Total, 25 to 64 years","Male",13,4
2020,"New Brunswick","Pre-primary and primary","Total, 25 to 64 years","Female",13,2
2020,"New Brunswick","Pre-primary and primary","25 to 34 years","Both sexes",13,
2020,"New Brunswick","Pre-primary and primary","25 to 34 years","Male",13,
2020,"New Brunswick","Pre-primary and primary","25 to 34 years","Female",13,
2020,"New Brunswick","Pre-primary and primary","30 to 34 years","Both sexes",13,
2020,"New Brunswick","Pre-primary and primary","30 to 34 years","Male",13,
2020,"New Brunswick","Pre-primary and primary","30 to 34 years","Female",13,
2020,"New Brunswick","Pre-primary and primary","35 to 44 years","Both sexes",13,1
2020,"New Brunswick","Pre-primary and primary","35 to 44 years","Male",13,
2020,"New Brunswick","Pre-primary and primary","35 to 44 years","Female",13,1
2020,"New Brunswick","Pre-primary and primary","45 to 54 years","Both sexes",13,2
2020,"New Brunswick","Pre-primary and primary","45 to 54 years","Male",13,4
2020,"New Brunswick","Pre-primary and primary","45 to 54 years","Female",13,
2020,"New Brunswick","Pre-primary and primary","55 to 64 years","Both sexes",13,7
2020,"New Brunswick","Pre-primary and primary","55 to 64 years","Male",13,9
2020,"New Brunswick","Pre-primary and primary","55 to 64 years","Female",13,5
2020,"New Brunswick","Lower secondary","Total, 25 to 64 years","Both sexes",13,7
2020,"New Brunswick","Lower secondary","Total, 25 to 64 years","Male",13,8
2020,"New Brunswick","Lower secondary","Total, 25 to 64 years","Female",13,5
2020,"New Brunswick","Lower secondary","25 to 34 years","Both sexes",13,4
2020,"New Brunswick","Lower secondary","25 to 34 years","Male",13,6
2020,"New Brunswick","Lower secondary","25 to 34 years","Female",13,3
2020,"New Brunswick","Lower secondary","30 to 34 years","Both sexes",13,4
2020,"New Brunswick","Lower secondary","30 to 34 years","Male",13,6
2020,"New Brunswick","Lower secondary","30 to 34 years","Female",13,2
2020,"New Brunswick","Lower secondary","35 to 44 years","Both sexes",13,5
2020,"New Brunswick","Lower secondary","35 to 44 years","Male",13,6
2020,"New Brunswick","Lower secondary","35 to 44 years","Female",13,3
2020,"New Brunswick","Lower secondary","45 to 54 years","Both sexes",13,5
2020,"New Brunswick","Lower secondary","45 to 54 years","Male",13,7
2020,"New Brunswick","Lower secondary","45 to 54 years","Female",13,4
2020,"New Brunswick","Lower secondary","55 to 64 years","Both sexes",13,10
2020,"New Brunswick","Lower secondary","55 to 64 years","Male",13,12
2020,"New Brunswick","Lower secondary","55 to 64 years","Female",13,9
2020,"New Brunswick","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",13,34
2020,"New Brunswick","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",13,38
2020,"New Brunswick","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",13,31
2020,"New Brunswick","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",13,34
2020,"New Brunswick","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",13,41
