"Year","Age at time of death","Sex","Causes of death","Value"
"2020","85 to 89 years","Females","Diabetes mellitus",180.5
"2020","85 to 89 years","Females","Diseases of heart",1508.1
"2020","85 to 89 years","Females","Essential hypertension and hypertensive renal disease",79.6
"2020","85 to 89 years","Females","Cerebrovascular diseases",510
"2020","85 to 89 years","Females","Atherosclerosis",17.8
"2020","85 to 89 years","Females","Aortic aneurysm and dissection",43.7
"2020","85 to 89 years","Females","Chronic lower respiratory diseases",311.8
"2020","85 to 89 years","Females","Pneumoconioses and chemical effects",0.3
"2020","85 to 89 years","Females","Pneumonitis due to solids and liquids",44.6
"2020","90 years and over","Both sexes","Malignant neoplasms",2394.8
"2020","90 years and over","Both sexes","Diabetes mellitus",362.6
"2020","90 years and over","Both sexes","Diseases of heart",4534.4
"2020","90 years and over","Both sexes","Essential hypertension and hypertensive renal disease",246.4
"2020","90 years and over","Both sexes","Cerebrovascular diseases",1188.5
"2020","90 years and over","Both sexes","Atherosclerosis",50.3
"2020","90 years and over","Both sexes","Aortic aneurysm and dissection",66.9
"2020","90 years and over","Both sexes","Chronic lower respiratory diseases",638.4
"2020","90 years and over","Both sexes","Pneumoconioses and chemical effects",6.1
"2020","90 years and over","Both sexes","Pneumonitis due to solids and liquids",191.1
"2020","90 years and over","Males","Malignant neoplasms",3553.7
"2020","90 years and over","Males","Diabetes mellitus",438.5
"2020","90 years and over","Males","Diseases of heart",5255.5
"2020","90 years and over","Males","Essential hypertension and hypertensive renal disease",181.2
"2020","90 years and over","Males","Cerebrovascular diseases",1150.2
"2020","90 years and over","Males","Atherosclerosis",57.1
"2020","90 years and over","Males","Aortic aneurysm and dissection",110.1
"2020","90 years and over","Males","Chronic lower respiratory diseases",877.9
"2020","90 years and over","Males","Pneumoconioses and chemical effects",19
"2020","90 years and over","Males","Pneumonitis due to solids and liquids",312.3
"2020","90 years and over","Females","Malignant neoplasms",1882.7
"2020","90 years and over","Females","Diabetes mellitus",329.1
"2020","90 years and over","Females","Diseases of heart",4215.8
"2020","90 years and over","Females","Essential hypertension and hypertensive renal disease",275.2
"2020","90 years and over","Females","Cerebrovascular diseases",1205.5
"2020","90 years and over","Females","Atherosclerosis",47.3
"2020","90 years and over","Females","Aortic aneurysm and dissection",47.8
"2020","90 years and over","Females","Chronic lower respiratory diseases",532.6
"2020","90 years and over","Females","Pneumoconioses and chemical effects",0.4
"2020","90 years and over","Females","Pneumonitis due to solids and liquids",137.6
"2021","All ages","Both sexes","Malignant neoplasms",217.3
"2021","All ages","Both sexes","Diabetes mellitus",19.7
"2021","All ages","Both sexes","Diseases of heart",145.9
"2021","All ages","Both sexes","Essential hypertension and hypertensive renal disease",5.2
"2021","All ages","Both sexes","Cerebrovascular diseases",35.4
"2021","All ages","Both sexes","Atherosclerosis",1.2
"2021","All ages","Both sexes","Aortic aneurysm and dissection",4.1
"2021","All ages","Both sexes","Chronic lower respiratory diseases",28.8
"2021","All ages","Both sexes","Pneumoconioses and chemical effects",0.3
"2021","All ages","Both sexes","Pneumonitis due to solids and liquids",5
"2021","All ages","Males","Malignant neoplasms",231.4
"2021","All ages","Males","Diabetes mellitus",21.7
"2021","All ages","Males","Diseases of heart",161.4
"2021","All ages","Males","Essential hypertension and hypertensive renal disease",4.2
"2021","All ages","Males","Cerebrovascular diseases",31.9
"2021","All ages","Males","Atherosclerosis",1.2
"2021","All ages","Males","Aortic aneurysm and dissection",5.1
"2021","All ages","Males","Chronic lower respiratory diseases",29.6
"2021","All ages","Males","Pneumoconioses and chemical effects",0.6
"2021","All ages","Males","Pneumonitis due to solids and liquids",5.9
"2021","All ages","Females","Malignant neoplasms",203.4
"2021","All ages","Females","Diabetes mellitus",17.7
"2021","All ages","Females","Diseases of heart",130.6
"2021","All ages","Females","Essential hypertension and hypertensive renal disease",6.2
"2021","All ages","Females","Cerebrovascular diseases",38.9
"2021","All ages","Females","Atherosclerosis",1.2
"2021","All ages","Females","Aortic aneurysm and dissection",3.1
"2021","All ages","Females","Chronic lower respiratory diseases",28.1
"2021","All ages","Females","Pneumoconioses and chemical effects",0.1
"2021","All ages","Females","Pneumonitis due to solids and liquids",4.1
"2021","1 to 14 years","Both sexes","Malignant neoplasms",1.8
"2021","1 to 14 years","Both sexes","Diabetes mellitus",0.1
"2021","1 to 14 years","Both sexes","Diseases of heart",0.2
"2021","1 to 14 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2021","1 to 14 years","Both sexes","Cerebrovascular diseases",0.2
"2021","1 to 14 years","Both sexes","Atherosclerosis",0
"2021","1 to 14 years","Both sexes","Aortic aneurysm and dissection",0
"2021","1 to 14 years","Both sexes","Chronic lower respiratory diseases",0.1
"2021","1 to 14 years","Both sexes","Pneumoconioses and chemical effects",0
"2021","1 to 14 years","Both sexes","Pneumonitis due to solids and liquids",0
"2021","1 to 14 years","Males","Malignant neoplasms",2.1
"2021","1 to 14 years","Males","Diabetes mellitus",0.1
"2021","1 to 14 years","Males","Diseases of heart",0.2
"2021","1 to 14 years","Males","Essential hypertension and hypertensive renal disease",0
"2021","1 to 14 years","Males","Cerebrovascular diseases",0.2
"2021","1 to 14 years","Males","Atherosclerosis",0
"2021","1 to 14 years","Males","Aortic aneurysm and dissection",0
"2021","1 to 14 years","Males","Chronic lower respiratory diseases",0.1
"2021","1 to 14 years","Males","Pneumoconioses and chemical effects",0
"2021","1 to 14 years","Males","Pneumonitis due to solids and liquids",0
"2021","1 to 14 years","Females","Malignant neoplasms",1.5
"2021","1 to 14 years","Females","Diabetes mellitus",0.1
"2021","1 to 14 years","Females","Diseases of heart",0.3
"2021","1 to 14 years","Females","Essential hypertension and hypertensive renal disease",0
"2021","1 to 14 years","Females","Cerebrovascular diseases",0.2
"2021","1 to 14 years","Females","Atherosclerosis",0
"2021","1 to 14 years","Females","Aortic aneurysm and dissection",0
"2021","1 to 14 years","Females","Chronic lower respiratory diseases",0.1
"2021","1 to 14 years","Females","Pneumoconioses and chemical effects",0
"2021","1 to 14 years","Females","Pneumonitis due to solids and liquids",0
"2021","1 to 4 years","Both sexes","Malignant neoplasms",2.1
"2021","1 to 4 years","Both sexes","Diabetes mellitus",0
"2021","1 to 4 years","Both sexes","Diseases of heart",0.3
"2021","1 to 4 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2021","1 to 4 years","Both sexes","Cerebrovascular diseases",0.2
"2021","1 to 4 years","Both sexes","Atherosclerosis",0
"2021","1 to 4 years","Both sexes","Aortic aneurysm and dissection",0
"2021","1 to 4 years","Both sexes","Chronic lower respiratory diseases",0.2
"2021","1 to 4 years","Both sexes","Pneumoconioses and chemical effects",0
"2021","1 to 4 years","Both sexes","Pneumonitis due to solids and liquids",0
"2021","1 to 4 years","Males","Malignant neoplasms",2.8
"2021","1 to 4 years","Males","Diabetes mellitus",0
"2021","1 to 4 years","Males","Diseases of heart",0.3
"2021","1 to 4 years","Males","Essential hypertension and hypertensive renal disease",0
"2021","1 to 4 years","Males","Cerebrovascular diseases",0.1
"2021","1 to 4 years","Males","Atherosclerosis",0
"2021","1 to 4 years","Males","Aortic aneurysm and dissection",0
"2021","1 to 4 years","Males","Chronic lower respiratory diseases",0.3
"2021","1 to 4 years","Males","Pneumoconioses and chemical effects",0
"2021","1 to 4 years","Males","Pneumonitis due to solids and liquids",0
"2021","1 to 4 years","Females","Malignant neoplasms",1.5
"2021","1 to 4 years","Females","Diabetes mellitus",0
"2021","1 to 4 years","Females","Diseases of heart",0.4
"2021","1 to 4 years","Females","Essential hypertension and hypertensive renal disease",0
"2021","1 to 4 years","Females","Cerebrovascular diseases",0.3
"2021","1 to 4 years","Females","Atherosclerosis",0
"2021","1 to 4 years","Females","Aortic aneurysm and dissection",0
"2021","1 to 4 years","Females","Chronic lower respiratory diseases",0.1
"2021","1 to 4 years","Females","Pneumoconioses and chemical effects",0
"2021","1 to 4 years","Females","Pneumonitis due to solids and liquids",0
"2021","5 to 9 years","Both sexes","Malignant neoplasms",1.7
"2021","5 to 9 years","Both sexes","Diabetes mellitus",0
"2021","5 to 9 years","Both sexes","Diseases of heart",0.1
"2021","5 to 9 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2021","5 to 9 years","Both sexes","Cerebrovascular diseases",0.1
"2021","5 to 9 years","Both sexes","Atherosclerosis",0
"2021","5 to 9 years","Both sexes","Aortic aneurysm and dissection",0
"2021","5 to 9 years","Both sexes","Chronic lower respiratory diseases",0.1
"2021","5 to 9 years","Both sexes","Pneumoconioses and chemical effects",0
"2021","5 to 9 years","Both sexes","Pneumonitis due to solids and liquids",0
"2021","5 to 9 years","Males","Malignant neoplasms",1.8
"2021","5 to 9 years","Males","Diabetes mellitus",0
"2021","5 to 9 years","Males","Diseases of heart",0.1
"2021","5 to 9 years","Males","Essential hypertension and hypertensive renal disease",0
"2021","5 to 9 years","Males","Cerebrovascular diseases",0.2
"2021","5 to 9 years","Males","Atherosclerosis",0
"2021","5 to 9 years","Males","Aortic aneurysm and dissection",0
"2021","5 to 9 years","Males","Chronic lower respiratory diseases",0.1
"2021","5 to 9 years","Males","Pneumoconioses and chemical effects",0
"2021","5 to 9 years","Males","Pneumonitis due to solids and liquids",0
"2021","5 to 9 years","Females","Malignant neoplasms",1.7
"2021","5 to 9 years","Females","Diabetes mellitus",0.1
"2021","5 to 9 years","Females","Diseases of heart",0.1
"2021","5 to 9 years","Females","Essential hypertension and hypertensive renal disease",0
"2021","5 to 9 years","Females","Cerebrovascular diseases",0.1
"2021","5 to 9 years","Females","Atherosclerosis",0
"2021","5 to 9 years","Females","Aortic aneurysm and dissection",0
"2021","5 to 9 years","Females","Chronic lower respiratory diseases",0.1
"2021","5 to 9 years","Females","Pneumoconioses and chemical effects",0
"2021","5 to 9 years","Females","Pneumonitis due to solids and liquids",0
"2021","10 to 14 years","Both sexes","Malignant neoplasms",1.7
"2021","10 to 14 years","Both sexes","Diabetes mellitus",0.1
"2021","10 to 14 years","Both sexes","Diseases of heart",0.3
"2021","10 to 14 years","Both sexes","Essential hypertension and hypertensive renal disease",0
"2021","10 to 14 years","Both sexes","Cerebrovascular diseases",0.2
"2021","10 to 14 years","Both sexes","Atherosclerosis",0
"2021","10 to 14 years","Both sexes","Aortic aneurysm and dissection",0
"2021","10 to 14 years","Both sexes","Chronic lower respiratory diseases",0
"2021","10 to 14 years","Both sexes","Pneumoconioses and chemical effects",0
"2021","10 to 14 years","Both sexes","Pneumonitis due to solids and liquids",0
"2021","10 to 14 years","Males","Malignant neoplasms",1.9
"2021","10 to 14 years","Males","Diabetes mellitus",0.1
"2021","10 to 14 years","Males","Diseases of heart",0.2
"2021","10 to 14 years","Males","Essential hypertension and hypertensive renal disease",0
"2021","10 to 14 years","Males","Cerebrovascular diseases",0.2
"2021","10 to 14 years","Males","Atherosclerosis",0
"2021","10 to 14 years","Males","Aortic aneurysm and dissection",0
"2021","10 to 14 years","Males","Chronic lower respiratory diseases",0.1
"2021","10 to 14 years","Males","Pneumoconioses and chemical effects",0
"2021","10 to 14 years","Males","Pneumonitis due to solids and liquids",0
"2021","10 to 14 years","Females","Malignant neoplasms",1.5
"2021","10 to 14 years","Females","Diabetes mellitus",0.1
"2021","10 to 14 years","Females","Diseases of heart",0.4
"2021","10 to 14 years","Females","Essential hypertension and hypertensive renal disease",0
"2021","10 to 14 years","Females","Cerebrovascular diseases",0.3
"2021","10 to 14 years","Females","Atherosclerosis",0
"2021","10 to 14 years","Females","Aortic aneurysm and dissection",0
"2021","10 to 14 years","Females","Chronic lower respiratory diseases",0
"2021","10 to 14 years","Females","Pneumoconioses and chemical effects",0
"2021","10 to 14 years","Females","Pneumonitis due to solids and liquids",0
"2021","15 to 24","Both sexes","Malignant neoplasms",2.7
"2021","15 to 24","Both sexes","Diabetes mellitus",0.5
"2021","15 to 24","Both sexes","Diseases of heart",0.9
"2021","15 to 24","Both sexes","Essential hypertension and hypertensive renal disease",0
"2021","15 to 24","Both sexes","Cerebrovascular diseases",0.4
"2021","15 to 24","Both sexes","Atherosclerosis",0
"2021","15 to 24","Both sexes","Aortic aneurysm and dissection",0
"2021","15 to 24","Both sexes","Chronic lower respiratory diseases",0.2
"2021","15 to 24","Both sexes","Pneumoconioses and chemical effects",0
"2021","15 to 24","Both sexes","Pneumonitis due to solids and liquids",0.1
"2021","15 to 24","Males","Malignant neoplasms",3.2
"2021","15 to 24","Males","Diabetes mellitus",0.6
"2021","15 to 24","Males","Diseases of heart",1.1
"2021","15 to 24","Males","Essential hypertension and hypertensive renal disease",0
"2021","15 to 24","Males","Cerebrovascular diseases",0.4
"2021","15 to 24","Males","Atherosclerosis",0
"2021","15 to 24","Males","Aortic aneurysm and dissection",0
"2021","15 to 24","Males","Chronic lower respiratory diseases",0.3
"2021","15 to 24","Males","Pneumoconioses and chemical effects",0
"2021","15 to 24","Males","Pneumonitis due to solids and liquids",0.1
"2021","15 to 24","Females","Malignant neoplasms",2.2
"2021","15 to 24","Females","Diabetes mellitus",0.4
"2021","15 to 24","Females","Diseases of heart",0.7
"2021","15 to 24","Females","Essential hypertension and hypertensive renal disease",0
"2021","15 to 24","Females","Cerebrovascular diseases",0.3
"2021","15 to 24","Females","Atherosclerosis",0
"2021","15 to 24","Females","Aortic aneurysm and dissection",0.1
"2021","15 to 24","Females","Chronic lower respiratory diseases",0.2
"2021","15 to 24","Females","Pneumoconioses and chemical effects",0
"2021","15 to 24","Females","Pneumonitis due to solids and liquids",0.1
