Year,Series,Catégories de données,Éléments,Pilier,Value
2016,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Options de téléchargement,,43.8
2016,Inventaire des données ouvertes (ODIN),Comptes nationaux,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Travail,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Indices de prix,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Monnaie et banque,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Commerce international,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Balance des paiements,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Pollution,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Environnement bâti,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Options de téléchargement,,50.0
2016,Inventaire des données ouvertes (ODIN),Toutes les catégories,Options de téléchargement,,47.9
2017,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Options de téléchargement,,50.0
2017,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Options de téléchargement,,50.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Santé reproductive,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Criminalité et justice,Options de téléchargement,,50.0
2017,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Options de téléchargement,,50.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Options de téléchargement,,77.8
2017,Inventaire des données ouvertes (ODIN),Comptes nationaux,Options de téléchargement,,50.0
2017,Inventaire des données ouvertes (ODIN),Travail,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Indices de prix,Options de téléchargement,,50.0
2017,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Monnaie et banque,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Commerce international,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Balance des paiements,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Options de téléchargement,,85.7
2017,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Options de téléchargement,,50.0
2017,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Pollution,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Environnement bâti,Options de téléchargement,,100.0
2017,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Options de téléchargement,,90.0
2017,Inventaire des données ouvertes (ODIN),Toutes les catégories,Options de téléchargement,,84.5
2018,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Santé reproductive,Options de téléchargement,,100.0
2018,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Options de téléchargement,,100.0
2018,Inventaire des données ouvertes (ODIN),Criminalité et justice,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Options de téléchargement,,100.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Options de téléchargement,,66.7
2018,Inventaire des données ouvertes (ODIN),Comptes nationaux,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Travail,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Indices de prix,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Options de téléchargement,,100.0
2018,Inventaire des données ouvertes (ODIN),Monnaie et banque,Options de téléchargement,,100.0
2018,Inventaire des données ouvertes (ODIN),Commerce international,Options de téléchargement,,100.0
2018,Inventaire des données ouvertes (ODIN),Balance des paiements,Options de téléchargement,,100.0
2018,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Options de téléchargement,,78.6
2018,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Pollution,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Environnement bâti,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Options de téléchargement,,50.0
2018,Inventaire des données ouvertes (ODIN),Toutes les catégories,Options de téléchargement,,65.1
2020,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Options de téléchargement,,50.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Options de téléchargement,,50.0
2020,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Options de téléchargement,,50.0
2020,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Options de téléchargement,,50.0
2020,Inventaire des données ouvertes (ODIN),Santé reproductive,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Criminalité et justice,Options de téléchargement,,50.0
2020,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Options de téléchargement,,75.0
2020,Inventaire des données ouvertes (ODIN),Comptes nationaux,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Travail,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Indices de prix,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Monnaie et banque,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Commerce international,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Balance des paiements,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Options de téléchargement,,50.0
2020,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Options de téléchargement,,50.0
2020,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Options de téléchargement,,50.0
2020,Inventaire des données ouvertes (ODIN),Pollution,Options de téléchargement,,50.0
2020,Inventaire des données ouvertes (ODIN),Environnement bâti,Options de téléchargement,,100.0
2020,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Options de téléchargement,,60.0
2020,Inventaire des données ouvertes (ODIN),Toutes les catégories,Options de téléchargement,,78.3
2022,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Santé reproductive,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Criminalité et justice,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Options de téléchargement,,100.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Options de téléchargement,,55.0
2022,Inventaire des données ouvertes (ODIN),Comptes nationaux,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Travail,Options de téléchargement,,100.0
2022,Inventaire des données ouvertes (ODIN),Indices de prix,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Options de téléchargement,,100.0
2022,Inventaire des données ouvertes (ODIN),Monnaie et banque,Options de téléchargement,,100.0
2022,Inventaire des données ouvertes (ODIN),Commerce international,Options de téléchargement,,100.0
2022,Inventaire des données ouvertes (ODIN),Balance des paiements,Options de téléchargement,,100.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Options de téléchargement,,85.7
2022,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Pollution,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Environnement bâti,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Options de téléchargement,,50.0
2022,Inventaire des données ouvertes (ODIN),Toutes les catégories,Options de téléchargement,,63.6
2024,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Options de téléchargement,,50.0
2024,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Options de téléchargement,,50.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Options de téléchargement,,50.0
2024,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Options de téléchargement,,50.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Options de téléchargement,,100.0
2024,Inventaire des données ouvertes (ODIN),Santé reproductive,Options de téléchargement,,100.0
2024,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Options de téléchargement,,100.0
2024,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Options de téléchargement,,50.0
2024,Inventaire des données ouvertes (ODIN),Criminalité et justice,Options de téléchargement,,50.0
2024,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Options de téléchargement,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Options de téléchargement,,70.0
2024,Inventaire des données ouvertes (ODIN),Comptes nationaux,Options de téléchargement,,100.0
2024,Inventaire des données ouvertes (ODIN),Travail,Options de téléchargement,,100.0
