Year,Geography,Educational attainment level,Status,Sex,Age group,GeoCode,Value
2019,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,20 to 24 years,46,14
2019,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,16
2019,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,25 to 29 years,46,14
2019,Manitoba,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,25 to 29 years,46,18
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",46,5
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",46,6
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",46,3
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,46,3
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,46,4
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,46,2
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,46,5
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,46,6
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,46,3
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,6
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,46,9
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,46,4
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,6
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,46,9
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,46,4
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,5
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,46,6
2019,Manitoba,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,46,4
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",46,8
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",46,7
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",46,10
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,46,5
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,46,5
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,46,5
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,46,7
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,46,7
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,46,8
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,9
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,46,8
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,46,10
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,9
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,46,8
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,46,10
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,11
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,46,7
2019,Manitoba,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,46,14
2019,Manitoba,Below upper secondary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,43
2019,Manitoba,Below upper secondary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,46,33
2019,Manitoba,Below upper secondary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,46,60
2019,Manitoba,Below upper secondary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,33
2019,Manitoba,Below upper secondary,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,46,19
2019,Manitoba,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,19
2019,Manitoba,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,46,15
2019,Manitoba,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,46,24
2019,Manitoba,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,5
2019,Manitoba,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Females,25 to 29 years,46,5
2019,Manitoba,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,14
2019,Manitoba,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,46,10
2019,Manitoba,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,46,19
2019,Manitoba,Tertiary education,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,10
2019,Manitoba,Tertiary education,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,46,9
2019,Manitoba,Tertiary education,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,46,10
2019,Manitoba,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,5
2019,Manitoba,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,46,5
2019,Manitoba,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,46,7
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",47,11
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",47,10
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",47,13
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,6
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 19 years,47,6
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 19 years,47,6
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,9
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 24 years,47,9
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 24 years,47,10
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,12
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,18 to 24 years,47,12
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,18 to 24 years,47,12
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,12
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,20 to 24 years,47,12
2019,Saskatchewan,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,20 to 24 years,47,13
